OPID_BENCH,ind_name
45770_30546,"Full participation in the benchmarking exercise, including reporting of operational data in line with a standardised format and participation at relevant seminars"
45770_30547,"Implementation of a fully cost reflective wastewater tariff structure for all customer groups (i.e. removal of all cross-subsidies between user groups), backed by an objective formula-based tariff methodology and approval procedure to be prepared and implemented. (Current price differentiation between industry and residential customers is on the order of 1:2"
45770_30548,IFRS reporting and compliance with financial covenants
45770_30549,Successful completion of the procurement training by a recognised professional institution to be supported by the action plan which will include measures to improve sustainable procurement practices
45787_24247,"Successful, open and transparent tendering for PSMC (i.e. selection of the winning bidder to be launched)"
45787_24248,PSMC between the private management company and the City signed and implemented
45787_24249,Annual review of the KPI and continuity of PSMC
45787_24250,Aggregate increase of heat energy tariffs set for the period starting from 1 January 2015 till 1 January 2018 by at least 51 per cent from the current level
45787_24251,60 per cent heat metering coverage at the buildings level
45787_24252,Implementation of meter-based billing system for all customers
45787_24253,"Sale of additional 177,210 Gcal/year of domestic hot water, which will increase efficiency of heat utilisation and increase substantially the revenue base of the Company"
45787_24254,"Reduction of water losses by up to 25 per cent or by 322,000 m? per year from the current level of 1,286,000 m? a year"
45787_24255,"Reduction of aggregate normative and technical heat losses from 41 per cent (141,029 Gcal a year) in 2014 to 25 per cent (128,447 Gcal a year) starting from 2018"
45787_24256,Increase of the collection ratio from 82 per cent of billed revenues in 2014 to not less than 90 per cent starting in 2018
45810_24257,Separation of accounts among different departments
45810_24258,Water and wastewater services set up as a legal entity separate from other municipal services
45810_24259,Approval and successful implementation of FOPIP
45810_24260,"In particular, reduction of non-revenue water (incl. both technical and commercial losses): 50 per cent"
45810_24261,Reduction of non-revenue water (incl. both technical and commercial losses): 45 per cent
45810_24262,Reduction of non-revenue water (incl. both technical and commercial losses): 40 per cent
45810_24263,Improved metering to 95 per cent
45810_24264,Improved collection to 95 per cent for annual bills paid within 90 days
45810_24265,"Verified reduction of pollution: 300 tonnes/year of BOD5, 500 tonnes/year of COD, 450 tonnes per year of SS)"
45810_24266,Signing and successful implementation of the PSC. i.e. all rights and obligation honoured and effectively and timely implemented
45810_24267,Initial tariff increase (min household tariffs of BAM 1.20/m3 for water and BAM 0.50/ m3for wastewater
45810_24268,Effective application of Automatic Tariff Adjustment Formulae ensuring fully cost reflective tariffs for all customer groups
45824_23759,Complete at least two acquisitions in countries of operations other than Poland
45824_23760,Own insurance companies that hold top-10 positions in at least 3 countries of operations
45824_23761,Successful issue of the first capital market instrument (either subordinated bond or senior unsecured bond) by a Polish insurer to local investors
45824_23762,Issue a subordinated bond in the Eurobond or PLN market
45824_23763,Increase exposure to corporate debt to 15% of investment portfolio from 5% currently
45824_23764,"Increase exposure to alternative asset classes such as private equity, real estate  and infrastructure assets to 5% of investment portfolio"
45893_27628,"Sustainability improvements in at least 35% of its assets, by at least 25% over the sustainability rating at acquisition, based on the Green Building Council methodology"
45893_27629,"Green Lease clauses, adapted to the Polish market, included into 50% of the tenancy agreements at renewal / roll-over / new leasing."
45893_27630,"Certification (BREEAM or LEED) for 70% and 50% of the total leasable area of the office and the logistics assets respectively, and"
45893_27631,"Local energy performance certification for all assets, in compliance with EU Building Directive."
45893_27632,At least one foreign institutional investor investing for the first time in the property market in Poland through the Fund;
45893_27633,At least one local investor participating in the Fund.
45893_35496,At least one other fund in CEE to adopt a green strategy and to report on its implementation
45893_35497,Implementation of green lease provisions in other assets in Poland outside the Fund
45926_23131,Successful privatization of at least one other state-influenced telecom company (Exatel or Telefonia Dialog) 
45926_23132,"Number of subscribers per number of full time equivalent employees to increase from 3,747 subs per FTE in 2010 to at least: 3,935 subs per FTE (by 5%); 4,197 subs per FTE (by 12%); 4,497 subs per FTE (by 20%)"
45926_23133,EBITDA margin to increase from 35% in 2009 to 39%
45926_23134,LTE-revenues as a percent of total revenues to increase from nil in 2010 to 10% 
45926_23135,Replace at least 2 Supervisory Board members with experienced candidates 
45926_23136,Introduce EBRD observer to the Supervisory Board
45926_23137,Total mobile broadband contract subscribers in the market to increase from 2.4mn in 2013 to 5.8mn in 2017
45958_32815,Mobicom's 3G coverage of soums and aimag centers to increase from current level of 15% to at least 30% 
45958_32816,"Number of users of Mobicom's data services to increase 600,000 from 275,000 currently"
45958_32817,Increase in mobile broadband penetration in Mongolia from the current level of 28% to at least 40%
45958_32818,New local content services
45958_32819,Replication of loyalty programme products' by competitors
45971_27372,At least one additional successful restructuring by pension funds in Croatia/SEE region
45971_27373,Disposal of beverage business
45971_27374,At least 2 acquisition by the Company in line with the growth plan
45971_27375,Improvement in EBITDA margin from 9.9% in 2013 to 12.8%
45971_27376,The company develops and implements a resource efficiency maintenance / replacement plan (including decision making tools and assignment of responsibilities)
45971_27377,Publication of the first annual GRI report
45971_27378,Supply Chain Management Roadmap: the regional study on product risk assessment is finalized
45971_27379,Implementation of at least 50% of components identified through risk mitigation action plan into supply management system
46012_23108,Successful placement of the 5 year bond by Transelectrica
46012_23109,Successful placement of the 7 year bond
46012_23110,Successful placement of the 10 year bond
46012_23111,Successful placement of all issues under Transelectrica's Bond Programme in total amount of RON 900m
46012_23112,"Replication by at least one other domestic issuer demonstrating a similar yeild curve (maturities of minimum 5, 7 and 10 years)"
46012_23113,"Replication by other domestic issuers issuing bonds of similar maturities (5, 7 and 10 years)"
46012_23114,Mobilisation of private sector funds four times the investment of the EBRD 
46015_35514,The MSME portfolio to increase 1.2x EBRD funding from USD 3.2m to USD 5.6m
46015_35515,Maintain a 35% share of regional (outside of the capital) MSME loans as share of overall portfolio by outstanding volume
46015_35516,The MSME lending customer base to increase by at least 30% of PC's MSME clients to receive financing under the EBRD MSME loan (i.e. from 115 to 145 clients)
46015_35517,Maintain risk management and underwriting quality; NPL ratio (PAR 90) to remain <9%
46018_31979,Increase of EUR 12 mln on top of the Bank?s EUR 10 million
46018_31980,Maintrain current average maturity of 4+ years
46018_31981,implement the new reporting requirements designed by the regulator
46043_25961,Two to three private oil and gas operators entering the sector in the country.
46043_25962,Compliance with ESAP.
46043_25963,"Compliance with EITI rules, including disclosure and annual publication on the Company?s or Sponsor?s website / Annual report of all material payments (royalties, exploration fees and other taxes) to the Kazakh authorities."
46043_25964,At least two oil and gas companies employing similar water treatment technology.
46043_25965,"Reduce fresh water intake by at least 25%, from 30 m3/day to 22.5 m3/day."
46043_25966,At least two oil companies employing the ?drilling while casing? technology in the country.
46043_25967,Gas utilization to increase from current 95% to 97%.
46043_25968,At least two companies to reach at least 97% gas utilization. 
46043_25969,Efficiency of the new gas turbines to increase from current 25%-30% to over 35%.
46043_25970,Implementation of ISO 50001 Energy and Carbon Management System Certification.
46067_24804,Growth of UCBS's mortgage portfolio by at least 1.5 times the amount of the Loan
46067_24805,NPLs for the mortgage sub-loan portfolio to be not more than 4%
46067_24806,At least 50% of the Loan to be on-lent to borrowers located outside Belgrade
46067_24807,Average maturity of the mortgage sub-loan portfolio to be no less than 7 years
46067_24808,"Average size of Sub-loans will be maintained at max. EUR100,000 for standard mortgagesand at max. EUR 80,000 for First Time Buyers or Young Mortgage Sub-borrowers"
46112_23638,Decrease in total production cost (including fuel) by 16 per cent in real terms (reduction in real terms from MDL 1239/Gcal to MDL 1062/Gcal heat billed)
46112_23639,"Reduction of Non Revenue Heat (?NRH?) by 15 per cent (vs total baseline NRH of 3,600 Gcal)"
46112_23640,Installation of 170 IHSs (covering 19 per cent of households connected to the DH system in the City of Balti)
46112_23641,Upfront tariff increase of 20% as a condition to effectiveness of the loan
46112_23642,Additional covenanted tariff increase of 10% as interim step towards cost recovery
46112_23643,"Introduction of full cost recovery tariffs, including all operational costs and cost for debt service"
46112_23644,"Introduction of biomass (wood pellet) fuel with automatic feeding, replacing manually feeding of coal in the Molodova HOB plant"
46112_23645,Similar solution to be replicated in at least 2 other heat-generating plants in Moldova
46112_23646,"Introduction of a management contract between the Government of Moldova and the Company, including key performance indicator to measure management performance"
46114_24376,At least one new terrestrial television broadcaster with nation-wide coverage introduced
46114_24377,"Introduction of at least one additional digital television service with country-wide coverage (e.g., premium content, on-demand viewing, electronic programme guide)."
46114_24378,Spectrum in the 800MHz band (?Digital dividend 1?) to be auctioned off by RATEL to mobile operators;
46114_24379,Introduction of 4G services by mobile operators using the 800MHz band;
46114_24380,Share of households with internet connection in rural areas to increase from 42.5% in 2013 to 60% in 2016.
46114_24381,Defining digital transmission fees based on a cost recovery principle by ETV
46114_24382,"RATEL to conduct formal analysis of the market, in which ETV operates."
46131_30951,Increase in the local currency MSME loan portfolio by at least 1.5 times the disbursed amount
46131_30952,MSME on-lending outside of Minsk to represent at least 20% of the disbursed amount (18% as of end 2013)
46131_30953,Reach at least 10 sub-borrowers
46131_30954,Average maturity of the sub-loan portfolio to be at least 12 months
46131_30955,NPLs of sub-loan portfolio to be not more than 5%
46149_25065,Each PFI will increase the lease portfolio by at least the amount of the Bank: UCLC will increase the SME portfolio by EUR 30 million from current level of EUR 236 million (at end of Q1 2014) to EUR 266 million)
46149_25067,UCLC current average maturity at approval/origination is above 4 years and the company targets keeping the same maturity in the future
46149_25068,"PFI to report to the Bank under the loan documentation on a quarterly basis on portfolio quality (overdue, restructured and repossessed assets)"
46149_25069,"Implementation of the following changes in reporting to the regulator: i) quarterly reporting on portfolio quality, ii) scope of problem exposures; reporting on the full amount of exposures in arrears (gross), iii) reporting on the foreclosed assets to the regulator"
46149_25070,Development and implementation of the 15 new sub-lease acts by the regulator. The reporting under the loan agreement will be aligned with the sublease acts after implementation
46165_29909,"Sub-loan portfolio: ?40 million, of which: renewable energy: at least ?18 million and industrial energy efficiency: at least ?14 million."
46165_29910,Expected annual energy savings (average) per ? of investment: 7 kWh for renewable energy projects; 5 kWh for industrial energy efficiency projects; 1 kWh for residential energy efficiency projects.
46165_29911,"Expected annual GHG emission savings: 40,000 tonne CO2 equivalent (1 kg CO2 equivalent per ? of investment) "
46165_29912,Number of PFIs under the Framework: 2-3
46165_29913,Grant leverage ratio (total sub-project cost / TC + grant incentives): 5.2 times
46165_29914,Aggregate amount of financing for sustainable energy projects funded by one or more PFIs own resources: ?40 million
46165_29915,"Implementation of TC component(s), in particular carbon market training courses provided to PFIs within 1 year of signing the loan agreement: 2"
46165_29916,Number of projects / project summary reports feeding into PFIs? loan and project approval cycle: 80
46165_29917,"At least one PFI  to include EE/CC potential in their loan assessment process for investment projects in the industrial sector, beyond those brought under specific energy efficiency programmes"
46172_27788,Signing of a DBO contract  
46172_27789,Adoption of full cost recovery tariff methodology within affordability constraints for solid waste services (covering both the tipping fees at the landfill and the waste disposal fees for residential and commercial end-users) 
46172_27790,Minimum  90 per cent collection rate of waste disposal fees 
46172_27791,Successful implementation of the SPP
46172_27792,Successful financial and operational performance of the private landfill operator selected through an open tender under a DBO arrangement
46172_27793,Construction of the new landfill on time and within budget
46172_27794,Closure of Nubarashen dump site 
46172_27795,Installation and successful operation of the gas capturing facility at the new landfill
46172_27796,"CO2 emission reduction from the new sanitary landfill by 100,000 tonnes/ year"
46172_27797,Minimum two new EU compliant landfill solutions constructed and operated in Armenia 
46201_27798,Entering into financing and off take agreements by the SPV to ensure adequate financing and sustainable commercial funding.
46201_27799,Signing and effectiveness of PSCs with well-defined tariff methodology and procedures between the Municipalities and the PUCs.
46201_27800,Operational subsidies gradually reduced and fully eliminated within all five water utilities
46201_27801,A comprehensive FOPIP developed and accepted by all parties
46201_27802,Separation of water supply from other activities and the elimination of cross subsidies between services in Busovaca and Vitez.
46201_27803,Average reduction in NRW by 10 per cent by the 4 weakest utilities (excluding Zenica) compared to 2015 figures
46201_27804,Average collection rates above 95 per cent for all five water utilities
46218_23597,Completion of the SUMP with clear recommendations on private sector participation options for the bus terminal and parking
46218_23598,Development and signing of the PSC   
46218_23599,Bus terminal spin-off into a separate entity with a clear commercial mandate.
46218_23600,Private contracting for O&M of bus terminal and/or private contracting parking management are prepared and signed 
46218_23601,"Preparation of FOPIP, with fare box recovery improvement to 85 per cent (baseline 79 per cent)."
46218_23602,Reduction of vehicles maintenance costs by 20 per cent compared to 2013 figures
46218_23603,"Increase of revenues obtained from provision of vehicle maintenance services to the users outside the Company from EUR 25,000 achieved in 2013 to at least EUR 75,000 per annum"
46218_23604,Account separation or legal separation of commercial vehicle maintenance activities/unit 
46218_23605,Introduction of separate accounting for commercial bus services of the Company (Sisak ? Zagreb route and other competitively awarded routes)
46218_23606,Legal separation of commercial bus activities (i.e. the Zagreb ? Sisak route) of the Company into a separate legal entity
_,
_,
_,
46278_26013,"Growth of GBCP's portfolio of loans to qualifying MSMEs, as per EU definition, by at least 1.5 times the amount of the Loan in year 1, i.e. by EUR 150 million"
46278_26014,"Growth of GBCP's portfolio of loans to qualifying MSMEs, as per EU definition, by at least 2 times the amount of the Loan in year 2, i.e. by EUR 200 million"
46278_26015,Average maturity of sub-loans to be no less than 2.5 years
46278_26016,"Loans outside the regions covered by BCP (i.e. Greater Casablanca), and by each of the BPRs of Rabat-Kenitra, Tangier-Tetouan, and Marrakech-Beni Mellal, to represent at least 30% of the sub-loans"
46278_26017,NPLs of the sub-loans to be less than 5%
46278_26018,"BCP and the BPRs will extend sub-loans in foreign currency if, and only if it is satisfied that the sub-borrower will be able to repay in the case of a 20% depreciation of the MAD"
46278_26019,"For all sub-loans denominated in EUR or USD, or indexed to Euro or USD, to sub-borrowers whose activity is exposed to currencies other than the currency of the sub-loan, BCP and the BPRs will provide to sub-borrowers adequate information on risks in borrowing in foreign currency, including numerical examples on the effect of adverse exchange rate changes on the payment obligations"
46316_26310,Reduce operating expenses by at least 4.0% (2014-18 CAGR)
46316_26311,Decrease cost-to-income ratio from 81.5% (YE2014) to 58%
46316_26312,Improve net interest margin from 2.5% (2014) to 4.2%
46316_26313,"Return to profitability, ensuring RoE of at least 3.5%"
46316_26314,"Staff redundancies to be carried out in a non-discriminatory manner, demonstrating best practices in accordance with local and EU regulations"
46316_26315,Customer deposits to grow by at least 3.1% (2014-18 CAGR)
46316_26316,Recover access to wholesale funding markets
46316_26317,"Reduce reliance on parent funding, by repaying EUR 2.2bn of legacy parent funding and become self-funded"
46316_26318,Optimisation of lending operations including development of credit scorecard approach for consumer finance business and rating models for MSME business
46316_26319,Shift in the product mix in overall portfolio from public finance and mortgages (YE 2013 approx. 50%) to a higher mix of consumer finance and SME lending (YE2013 approx.50% to 70% )
46316_26320,Exit through an IPO of HAA SEE Group or sale as a whole or in parts to a private strategic investor
46316_26321,Appoint one EBRD Board nominee at the Holding and Lux JVco SarL levels respectively
46316_26322,Appoint a Board nominee at HAA Croatia
46316_26323,Conduct a Corporate Governance Review
46353_24471,"Creation of synergies through: a) Introduction of centralised consolidated planning, procurement and distribution "
46353_24472,b) Overall cost reduction by EUR 1m each year 
46353_24473,"c) EBITDA to increase from pro-forma consolidated level of 13.5% in 2010 to 14.6% in 2012, 15.4% in 2013, 16.0% in 2014 [New benchmark: 13.5% in 2016]"
46353_24474,Change of ownership/ replacement of current ownership of Lasko with a strategic corporate partner
46353_24475,"Setting up a new Management Board (new timing, initially by 2012) "
46353_24476,"Setting up new professional Supervisory Board, including at least one external non-executive director with experience in post-acquisition restructuring and integration "
46353_24477,MIS introduction on a Group level and successful implementation
46353_24478,"Introduction of centralised consolidated planning, procurement and distribution"
46353_24479,Uniform IT systems (SAP) to be introduced in 2 phases: Fructal Mak and Heba (end 2015); Nectar (end 2017)
46353_24480,Increase in number of new farms to which support is given (in the form of pre-financing and training) by 33% from 300 to 400 
46353_24481,Pre-financing of farmers in Serbia to increase to at least EUR 3m from EUR 1m currently (representing a 200% increase)
46353_24482,GI product developed by at least one other company in the agri-sector
46353_24483,100 farmers to participate in the program and obtain the GI certificate
46386_29774,ADES enters the top three offshore drilling companies by market share 
46386_29775,ADES doubles its fleet of offshore rigs as compared to the four rigs operated in pre-signing in 2014
46386_29776,Certification of the ESHS systems to ISO 14001 and OHSAS 18001 standards (ESAP)
46386_29777,Emission monitoring and development of a GHG inventory (ESAP)
46386_29778,Development of a biodiversity checklist (ESAP)
46386_29779,"EBRD?s ESP procedures extended to all ADES? operations beyond the Project itself,  including implementation of stakeholder engagement plan (ESAP)"
46386_29780,"Create a joint working group with the Egyptian ministries of Environment, Petroleum and "
46386_29781,"Based on the recommendations of the TC expert and the conclusions of the working group, adopt new regulations to bring HSE standards in the oil and gas industry in Egypt to  international standards"
46386_29782,Establish clear accountability and reporting lines within the Company (CGAP Phase 1)
46386_29783,"Improve board working procedures: formalised calendar, agenda, minutes, documentation of board work (CGAP Phase 1)"
46386_29784,Establish an internal audit function (CGAP Phase 1)
46386_29785,Introduce a corporate secretary function (CGAP Phase 1)
46386_29786,"Establish an Audit Committee, appoint two independent non-executive directors (CGAP Phase 2)"
46386_29787,Produce an Annual report and upgrade website (CGAP Phase 2)
46386_29788,Define dividend policy and shareholders? rights (CGAP Phase 2)
46400_31347,The Company's risk management and internal audit functions to be restructured in line with the best practices (as per CGAP)
46400_31348,The Company's by-laws to be amended to improve minority shareholders rights (as per CGAP)
46400_31349,A strategy for the IPO to be developed (as per CGAP)
46400_31350,FDA certification to be obtained
46400_31351,At least 3 new sterile solution products launched and produced in-house
46400_31352,Another medium sized pharma company in Croatia or the SEE region to develop a product based on its in-house R&D
46400_31353,R&D spending to increase from the current level of EUR 4.8 million in 2014 to at least EUR 8 million
46400_31354,R&D staff to increase from the current level of 45 to at least 80
46429_27538,The total number of PFIs in the Facility : 2
46429_27539,The total number of loans invested: 12
46429_27540,Aggregated results for the given reporting period in terms of quantity of energy savings expected or capacity added from renewable sources: Average of 3.24 kWh per annum per USD of investment (81 GWh per year in aggregate2)
46429_27541,Continued similar SE lending beyond the EBRD SEFF: at least 2 sub-projects
46429_27542,"Quantity of emissions reduced: > 55,624 t CO2 per year"
46429_27543,Number of loan officers trained at PFIs: at least 10
46429_27544,Number of marketing and awareness raising events: 1
46429_27545,"Number of sub-projects prepared :12, out of which at least 50% with the involvement of local consultants"
46429_27546,Evidence of established capacity in PFIs for the continuation of SE lending through internal ?champion? or sustainable Energy Unit
46430_27522,Increase in LCY MSME loan portfolio: by at least 1.3 times the disbursed EBRD loan amount
46430_27523,Increase in LCY MSME loan portfolio: by at least 1.5 times the disbursed EBRD loan amount
46430_27524,Average maturity of Sub-loans to be at least 2 years
46430_27525,NPL ratio (PAR>90) of LCY MSME loan portfolio to be not more than 5% (1.5% at 1Q 2014)
46430_27526,Sub-loans outside Ulaanbaatar to represent at least 40% of the total disbursed amount
46430_27527,"Average size of sub-loans to be not more than USD 30,000"
46430_27528,The share of LCY MSME loan in total MSME loan to remain at least at 1H 2014 level (79% at 1Q 2014)
46434_32589,At least 2 Romanian leasing companies to obtain LCY long-term funding from a commercial source (i.e. not from a DFI)
46434_32590,Increase in LCY portfolio by at least EUR 18 million (from EUR 21 million as of 1Q2014)
46434_32591,Increase in LCY portfolio by at least EUR 36 million
46434_32592,NPLs for sub-leases not to exceed 7%
46434_32593,"Average size of leases financed by EBRD to be below EUR 100,000"
46434_32594,"Increase equipment leasing component of NBV to 25% by volume, from current 21%"
46434_32595,At least 70% of the proceeds of EBRD loan to be on-lent outside Bucharest. (As of 1Q2014 67.7% of portfolio is located outside Bucharest)
46452_29900,"Sub-loan portfolio: ?40 million, of which: renewable energy: at least ?18 million and industrial energy efficiency: at least ?14 million."
46452_29901,Expected annual energy savings (average) per ? of investment: 7 kWh for renewable energy projects; 5 kWh for industrial energy efficiency projects; 1 kWh for residential energy efficiency projects.
46452_29902,"Expected annual GHG emission savings: 40,000 tonne CO2 equivalent (1 kg CO2 equivalent per ? of investment) "
46452_29903,Number of PFIs under the Framework: 2-3
46452_29904,Grant leverage ratio (total sub-project cost / TC + grant incentives): 5.2 times
46452_29905,Aggregate amount of financing for sustainable energy projects funded by one or more PFIs own resources: ?40 million
46452_29906,"Implementation of TC component(s), in particular carbon market training courses provided to PFIs within 1 year of signing the loan agreement: 2"
46452_29907,Number of projects / project summary reports feeding into PFIs? loan and project approval cycle: 80
46452_29908,"At least one PFI  to include EE/CC potential in their loan assessment process for investment projects in the industrial sector, beyond those brought under specific energy efficiency programmes"
46465_24324,"Signing of the PSC, which will include a transparent tariff methodology, clear procedures, rights and obligations between the Company and the City. The tariff methodology shall secure cost recovery within affordability constraints"
46465_24325,Timely implementation of annual tariff adjustments in line with PSC and Loan Agreement
46465_24326,Fully cost recovery water and wastewater tariffs for the different customer categories
46465_24327,Public disclosure of Company performance measured against key performance targets set out in the PSC and against the performance level of previous year
46465_24328,Successful demonstration of financial sustainability and creditworthiness of the Company and timely servicing of the EBRD debt by the Company
46465_24329,Replication of at least two cases of direct nonrecourse lending to a PUC in Serbia
46465_24330,FOPIP developed and agreed
46465_24331,Implementation of FOPIP in line with agreed KPIs and action plan
46465_24332,"Collection rate (payments within 90 days) of 90 per cent in 2015, 92 per cent in 2016, 94 per cent in 2017, and 95 per cent in 2018 and thereafter"
46465_24333,Percentage of non-revenue water to be reduced from current level of 32 per cent to 27 per cent by end-2018 and to 25 per cent by end-2020
46465_24334,Enhanced procurement capacity (TC-supported) and obtaining certification by CIPS or other internationally recognised certifying bodies
46489_32010,"Completion of the SUMP with clear recommendations on private sector participation options in the provision of urban transport services (such as, the cleaning and security of the new fleet)"
46489_32011,Spin-off of the bus maintenance depot
46489_32012,"Preparation of FOPIP, with farebox recovery improvement from baseline of 83 per cent to:  minimum 90 per cent "
46489_32013,"Preparation of FOPIP, with farebox recovery improvement from baseline of 83 per cent to 100 per cent"
46489_32014,Maintain a ratio of staff per bus in operation of no more than seven
46489_32015,Development and signing of PSC
46489_32016,"Once the SUMP has been completed and approved, private operators will not operate less than 50 per cent of the total bus fleet within the municipality of Pristina"
46489_32017,Deploy a simplified PSC acceptable to EBRD to all existing private urban transport operators at the time of license renewal
46489_32018,"Within one year of the SUMP being implemented, the Municipality will deploy PSCs to all private operators"
46490_34495,Implementation of an ERP system.
46490_34496,Establishing a formal Strategic Plan.
46490_34497,Establishing a formal Risk Management Policy.
46490_34498,Establishing a board level committee including independent participation.
46490_34499,Active contribution to the Grain Sector Review through provision of data.
46490_34500,Active and continuous participation in the grain round table once established.
46503_23916,MSME loan book growth by 10% p.a. (MSME loan portfolio is USD 122 million as of YE 2013)
46503_23917,40% of Loan proceeds to be disbursed outside Yerevan(Regional disbursements - 23% of GLP as of YE 2013)
46503_23918,20% of Loan proceeds to be disbursed to agricultural sector(Agriculture sector disbursements ? 1.2% of GLP as of YE2013)
46503_23919,Average maturity of the MSME sub-loans (from Loan proceeds) to be at least 2.5 years
46503_23920,50% of MSME sub-loans (from Loan proceeds) to be disbursed in AMD
46513_23367,Successful completion of the proposed syndication
46513_23368,Attract at least one private investor for the B loan
46513_23369,At least one other private bank to do a syndication
46513_23370,Increase the amount of MSME loan portfolio by at least 1.5 times the total disbursed amount of syndicated loan
46513_23371,MSME on-lending outside of Minsk to represent at least 20% of the total syndication amount (9.1% of the total MSME portfolio as of Q2 2014)
46513_23372,Reach at least 10 sub-borrowers (EBRD credit line only)
46513_23373,Average maturity of the sub-loan portfolio to be at least 18 months (EBRD credit line only)
46513_23374,NPLs of sub-loan portfolio to be not more than 5%
46530_23483,Gross mortgage loan portfolio to increase by at least EUR 5 million
46530_23484,"Average sub-loan amount not to exceed EUR 75,000"
46530_23485,Sub-loans to first time buyers to represent at least 20% of the loan
46530_23486,Sub-loans for primary properties to represent at least 80% of the Loan 
46530_23487,PAR 90 days of the sub-loans not to exceed 2% of the sub-loan portfolio 
46530_23488,"Sub-loans in coastal cities (Budva, Sveti Stefan, Tivat, Bar and Herceg Novi) not to exceed 10% of the Loan"
46530_23489,Compliance with LMS 
46540_34512,"Multi-year (min. 3 years) performance based maintenance contract for street infrastructure, and related street lighting, is signed covering the City?s road network."
46540_34513,"Successful implementation and monitoring of the maintenance contract, including extension/renewal"
46540_34514,"City deploys urban roads asset management system with: full street infrastructure inventory carried out, and a maintenance plan and budget approved."
46540_34515,Parking strategy approved and action plan developed for expanded use and enforcement of paid parking 
46540_34516,"Successful implementation of pilot parking scheme in terms of acceptance, enforcement and revenues collected."
46540_34517,Contract for instalment of quality LED street lighting 
46540_34518,A minimum of 80 per cent in energy consumption (8 GWh) per annum saved versus the status quo.
46540_34519,"At least one other city in Armenia undertakes to replicate the Gyumri experience in the urban roads infrastructure sector including (i) performance based road/  maintenance contract with the private sector and (ii) introducing LED based street lighting, or and (iii) introducing a paid parking scheme on a meaningful scale."
46558_25150,Sign a management contract for dry port at the Khorgos Special Economic Zone
46558_25151,Sing an agreement with a private sector counterpart to build and operate a selected pilot regional logistic hub 
46558_25152,Development and adoption of management remuneration policy by KTZ Express and/or its subsidiaries
46558_25153,"Development and adoption of independent policies by KTZ Express and/or its subsidiaries in respect of (a) business planning and budgeting, (b) credit and leverage and (c) capital expenditure "
46558_25154,Development of recommendations for improvements of corporate governance practices
46558_25155,Introduce changes to the Board of Directors and its relevant Committees based on recommendations of the consultants
46558_25156,Introduction of an independent director.
46558_25157,"Establish Board of Directors? committees, including audit and remuneration committees."
46570_29326,"Annual savings of 60,000 tonnes of CO2"
46570_29327,Commercial success of the Project (defined as ability to pay dividends)
46570_29328,Two (or more) solar projects above 25MW completed by private investors without IFIs
46570_29329,Follow on projects to have availability of 95% or more
46570_29330,Feed-in tariff remains in place and is annually adjusted for inflation
46570_29331,ESAP fully implemented (including ISO and OHSAS standards)
46570_29332,SEP fully implemented (including Corporate Social Responsibility program to engage with local community)
46578_31332,At least USD 20 million will be on-lent to eligible WIB SME customers
46578_31333,A baseline assessment to understand market segment following EBRD provided methodology to be conducted for the Company prior to on-lending to sub-borrowers
46578_31334,NBE to improve its MIS to ensure better tracking of gender based borrowers from the point of application for a loan or account as per the agreed action plan recommendations following the baseline assessment
46578_31335,"NBE to undertake changes in business model, processes, products (including among others lengthening tenor, reducing or changing the types of collateral requirements), and/or delivery mechanisms to reach out to WIB SMEs as per the agreed action plan recommendations following the baseline assessment"
46578_31336,20 percent of sub-loans under the EBRD loan go to new clients or first time customers (those which previously did not have access to a similar product from a commercial bank)
46578_31337,"In the event that FLRC is applied for the portfolio: all sub loans will apply the changes in business processes and products, including lower collateral requirements by at least the risk covered portion, longer tenures and/or meaningful changes to financial products as outlined in the first loss eligibility criteria to be determined following the baseline assessment"
46578_31338,NBE to allocate at least 1 staff member for the development and management of the WIB component|
46578_31339,At least one workshop for middle and senior management to disseminate results of the baseline survey in the Company
46578_31340,At least 10 operational staff having received technical training based on the results of the survey and the agreed action plan following the baseline assessment
46578_31341,NPL ratio on WIB SME sub-loan portfolio below 7%
46578_31342,At least 4 WIB seminars events organised with a total of 70 participants
46579_30514,Expected annual energy savings calculated per EUR of investments: >2 kWh/EUR
46579_30515,Expected annual carbon reductions calculated per EUR of investment: >1 kgCO2/EUR 
46579_30516,Expected annual energy production for calculated per EUR of investment: >1.5 kWh/EUR
46579_30517,Expected annual carbon reductions calculated per EUR of investment: >0.25 kgCO2/EUR
46579_30518,Minimum number of loan officers trained for EE program across the PFI: 5
46579_30519,Number of branches with loan officers trained as EE champions (staff able to train others): at least 2
46579_30520,Number of businesses reached through marketing activities: at least 100
46579_30521,Number of Sustainable Energy Assessment Reports developed: at least 5
46579_30522,Number of trained local engineers: at least 25
46579_30523,Workshops for stakeholders: 5
46579_30524,At least one of the areas that have been identified under the TC assignment will directly promote EE and RE market and contribute to sustainability of SEFF in Egypt 
46584_23921,SME portfolio (AMD 10.0 bln equivalent as of YE 2013) : AMD 11.0 bln; AMD 12.5 bln; AMD 13.6 bln
46584_23922,Share of LCY loans in the SME Portfolio (17% at end-2013): 18 %; 22 %; 28 %
46584_23923,Average maturity of SME sub-loans to be at least three years 
46584_23924,NPL ratio (PAR>90) of SME sub-loans to be not more than 5%
46602_27283,"To reach a total volume of grain and oilseeds originated in and Ukraine from 50,000 t to 253,000 t. "
