code,ind_name,ind_name_desc
ST.102.0,Policy dialogue platform is operational,"Demonstrated evidence and/or qualitative accounts of a policy dialogue platform, e.g. Investment Council or other platform, having been set up and running according to agreed milestones."
LT.13.0,Exits from direct equity or equity fund investment realised as per envisaged method,The exit from the direct equity or equity fund investment completed as per envisaged method and in the targeted timeline. The equity investors usually have a defined investment horizon and plan to exit after that making a profit on their investment.
LT.17.0,PPP contract or concession implemented,"Implementation and fulfilment of all terms and conditions specified in a public-private partnership (PPP) - a long-term contract between a private party and a government entity, for providing a public asset or service."
LT.3.0,IRR of equity fund,ALREADY DEFINED IN THE BPN GLOSSARY
O.10.0,Compliance with pre-signing requirements standards,"Compliance with pre-signing requirements standards. Types of standards include: operational, environmental (including building /goods certifications), business, financial, licensing, quality, health and safety, procurement, reporting, cyanide management, CSR reporting. The types of levels include ISO, AML, IFRS, CIPS, EITI etc. The type of standard should be specified at project design/approval."
O.11.0,Level of capital of the client increased to targeted levels,Level of capital of the client increased to target. The target level of capital should be specified at project design/approval.
O.12.0,Memorandum of Understanding signed,"Memorandum of Understanding (MoU) drafted, agreed and signed with the relevant government authority. "
O.9.0,Advocacy/knowledge management activity(ies) delivered,"Advocacy/knowledge management activity delivered to the targeted stakeholder group on time and as per expected coverage. Advocacy may include activities or products such as: advocacy, outreach, cooperation/agreement with an education provider, knowledge transfer, training, studies and publications. Knowledge management activities may include but are not limited to workshops, events, capacity training specific to knowledge dissemination or sharing. The nature of the activity delivered should be specified at project design/approval."
LT.6.0,"Legal, institutional or regulatory frameworks in target areas improved","Legal, institutional or regulatory frameworks in target areas improved. Target areas includes but is not limited to: implementation of sector unbundling, adoption of energy law in line with international best practice (e.g. transposition of EU acquis), introduction of cost-reflective tariffs, market liberalization, establishment of independent regulator, national skills policies and institutions (skills verification systems, curricula development, skills standards), inclusive procurement policies, labour market institutions, rural development policies and institutions etc. The nature of the target area should be specified in the project design."
ST.11.0,Operational restructuring completed,Operational restructuring completed as targeted is defined as the process through which a company re-organizes or transforms internally as agreed upon project signing.
ST.120.0,Institution-level capacity strengthened in target area,Demonstrated evidence and/or qualitative accounts of the facilitation and consolidation of capacities at an individual and/or organisational level to strengthen institutional-level capacities.
ST.17.0,New or updated information system introduced,"New or updated information system introduced as targeted. Information systems may include: appraisal systems, risk assessment systems, procurement systems, MIS systems etc."
ST.20.0,Research and Development programme implemented as targeted,"Research and Development (R&D) refers to investigative activities a client conducts to develop new products or procedures, or improve existing products and procedures. The type of programme should be specified in the project design."
ST.24.0,Pre-privatisation programme completed,This indicator measures the progress of a Pre-privatisation programme as specified in the project design.
ST.28.0,Infrastructure services transferred to private sector through performance-based arrangement with a targeted mechanism,"Infrastructure services transferred to private sector refers to fulfilment of obligations to move operation of particular services to private sector operator(s), as described in arrangement agreed prior project design/approval."
ST.32.0,Size of the equity fund at closing,The value in millions of currency of the equity fund size at the time of final closing.
LT.45.2,Number of individuals (women) with improved access to transportation services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
ST.36.0,Market-based exchange mechanisms introduced or improved as targeted,"Market-based exchange mechanisms refer to policy instruments that use markets, price and other economic variables to provide incentives to market players to provide service or produce goods in a more effective or efficient way."
ST.16.3,Number of local population enhancing their skills as a result of training,"Number of individuals successfully completing the training and undergoing successfully an assessment of skills learnt for discussion. The number of individuals should be disaggregated by sex. The type of individuals should be specified in the following menu: women, youth, local population, individuals, youth earning an accredited certification, local population earning an accredited certification."
ST.7.0,Tariff reform in target segment adopted by authorities,Tariff reform is defined as a change in the existing system of tariff regulation resulting in the adoption of a modern and transparent framework for regulation. A tariff reform is considered to be adopted by the relevant authorities when the agreed changes have been implemented and rolled-out to the public.
ST.70.0,Organisational restructuring completed as targeted,"Organisational restructuring completed as targeted. This may includes: consolidation, corporatisation, decentralisation, unbundling etc."
ST.71.0,Financial restructuring completed as targeted,A financial restructuring occurs where substantive changes to the structure of the project are negotiated after the first (non-fee) disbursement and where a material impact on the credit is then evidenced through new signed legal documentation.
ST.76.0,Regulatory body established or strengthened as targeted,Regulatory body established or strengthened as targeted. A regulatory body is considered to be established when it has been designed and set-up according to milestones set as targeted. A regulatory body is considered to be strengthened when its operational standards and/or practices have been improved as a result of changes pursued or supported by the Bank. The type of regulatory body should be specified in the project design/approval.
ST.77.0,PPP contract awarded,Evidence and/or qualitative accounts of the awarding of a PPP contract.
ST.13.15,Practices of the relevant stakeholder improved anti-corruption action plan) ,"Practices of the client or relevant stakeholder improved as targeted is defined as those practices that have been raised to a better quality or standard defined by measurable performance indicators agreed upon at project signing. The type of practices will be specified from the following list: inclusive procurement practices of companies in the client's supply chain, inclusive procurement practices of the client's holding company, equal opportunity practices of the client, equal opportunity practices of companies in the client's supply chain, equal opportunity practices of the client's holding company, environmental, EMS/disclosure, agriculture-specific practices (SEED toolkit/Smart retail concept/supply chain mapping), permitting/licensing procedures, social protection measures, system reliability, NPL domain, deposit insurance, operational, anti-corruption action plan, MSME non-financial management, others, innovative green business model, climate change adaptation practices."
ST.91.0,Hands-on operational and management support by the Fund Manager to investee firms provided,It refers to the assessment of the hands-on operational and management support by the Fund Manager to investee firms.
ST.93.0,Capacity of the client financial intermediary improved,"The assessment of the improvement in FI client's capacity which could include ability to market, trade, bank's assessment methodology for lending to various sectors (agriculture, trade) or groups (sex)."
ST.118.0,Volume of direct EBRD financing as a result of technical cooperation,The amount of EBRD finance provided that can be attributed to results of one or more Technical Cooperation (TC) projects.
LT.45.3,Number of individuals (women) with improved access to wastewater services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.4,Number of individuals (women) with improved access to solid waste services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.5,Number of individuals (women) with improved access to healthcare,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.6,Number of individuals (women) with improved access to ICT related services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.7,Number of individuals (youth) with improved access to water services (incl. improved irrigation),"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.8,Number of individuals (youth) with improved access to transportation services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.9,Number of individuals (youth) with improved access to wastewater services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.10,Number of individuals (youth) with improved access to solid waste services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.11,Number of individuals (youth) with improved access to healthcare,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.12,Number of individuals (youth) with improved access to ICT related services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.13,Number of individuals (local population) with improved access to water services (incl. improved irrigation),"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.14,Number of individuals (local population) with improved access to transportation services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.15,Number of individuals (local population) with improved access to wastewater services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.16,Number of individuals (local population) with improved access to solid waste services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.17,Number of individuals (local population) with improved access to healthcare,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.18,Number of individuals (local population) with improved access to ICT related services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.19,Number of individuals with improved access to water services (incl. improved irrigation),"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.20,Number of individuals with improved access to transportation services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.21,Number of individuals with improved access to wastewater services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.22,Number of individuals with improved access to solid waste services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.23,Number of individuals with improved access to healthcare,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.24,Number of individuals with improved access to ICT related services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.25,Number of firms with improved access to water services (incl. improved irrigation),"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.26,Number of firms with improved access to transportation services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.27,Number of firms with improved access to wastewater services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.28,Number of firms with improved access to solid waste services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.29,Number of firms with improved access to healthcare,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.30,Number of firms with improved access to ICT related services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.31,Number of households with improved access to water services (incl. improved irrigation),"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.32,Number of households with improved access to transportation services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.33,Number of households with improved access to wastewater services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.34,Number of households with improved access to solid waste services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.35,Number of households with improved access to healthcare,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.36,Number of households with improved access to ICT related services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.1,Number of individuals (women) with improved access to water services (incl. improved irrigation),"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
LT.45.2,Number of individuals (women) with improved access to transportation services,"Number of beneficiaries with access to new/improved services upon project completion. Type of recipient will be specified from the following menu: individuals (women), individuals (youth), individuals (local population), individuals, firms, households. Type of services delivered will be specified from the following menu: water and wastewater services, transport, infrastructure services, healthcare services, ICT services, power and energy, transport to education or work, new economic opportunities resulting from improved irrigation, new economic opportunities resulting from improved irrigation water and wastewater services. Number of individuals should be disaggregated by sex."
O.7.1,Number of individuals trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
O.7.2,Number of households trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
O.7.3,Number of firms trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
ST.35.1,Net increase in road infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.2,Net increase in rail infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.3,Net increase in port infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.4,Net increase in air cargo/airport infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.5,Net increase in intermodal infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.6,Net increase in energy infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
O.7.1,Number of individuals trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
O.7.2,Number of households trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
O.7.3,Number of firms trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
O.1.1,Physical capacity of the client extended or modernised: Length of roads,"Physical capacity of the client extended or modernised. Extension refers to demonstrated increase in infrastructure such as km of roads, km of pipeline, size of capacity installed etc. Modernisation refers to activities leading to improvement in quality of physical infrastructure. The type of physical capacity should be specified at project design/approval. "
O.1.2,Physical capacity of the client extended or modernised: Length of railways,"Physical capacity of the client extended or modernised. Extension refers to demonstrated increase in infrastructure such as km of roads, km of pipeline, size of capacity installed etc. Modernisation refers to activities leading to improvement in quality of physical infrastructure. The type of physical capacity should be specified at project design/approval. "
O.1.3,Physical capacity of the client extended or modernised: Length of transmission lines,"Physical capacity of the client extended or modernised. Extension refers to demonstrated increase in infrastructure such as km of roads, km of pipeline, size of capacity installed etc. Modernisation refers to activities leading to improvement in quality of physical infrastructure. The type of physical capacity should be specified at project design/approval. "
O.1.4,Physical capacity of the client extended or modernised: Length of distribution lines,"Physical capacity of the client extended or modernised. Extension refers to demonstrated increase in infrastructure such as km of roads, km of pipeline, size of capacity installed etc. Modernisation refers to activities leading to improvement in quality of physical infrastructure. The type of physical capacity should be specified at project design/approval. "
O.1.5,Physical capacity of the client extended or modernised: Length of supply pipes,"Physical capacity of the client extended or modernised. Extension refers to demonstrated increase in infrastructure such as km of roads, km of pipeline, size of capacity installed etc. Modernisation refers to activities leading to improvement in quality of physical infrastructure. The type of physical capacity should be specified at project design/approval. "
O.1.6,Physical capacity of the client extended or modernised: Length of sewer pipes,"Physical capacity of the client extended or modernised. Extension refers to demonstrated increase in infrastructure such as km of roads, km of pipeline, size of capacity installed etc. Modernisation refers to activities leading to improvement in quality of physical infrastructure. The type of physical capacity should be specified at project design/approval. "
